PeakID (cmd=annotatePeaks.pl Filtered_Peaks_all_pCREB.txt mm10 -d tag/LKO_GCG_Input-Redo.tag/ tag/LKO_Veh_Input-Redo.tag/ tag/P8249_FLKO_GCG.tag/ tag/P8250_FLKO_GCG.tag/ tag/P8251_FWT_GCG.tag/ tag/P8266_FWT_GCG.tag/ tag/P8268_FLKO_Veh.tag/ tag/P8289_FLKO_Veh.tag/ tag/P8292_FWT_Veh.tag/ tag/P8297_FWT_Veh.tag/ tag/WT_GCG_Input-Redo.tag/ tag/WT_Veh_Input-Redo.tag/)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	tag/LKO_GCG_Input-Redo.tag/ Tag Count in given bp (18551812.0 Total, normalization factor = 0.54, effective total = 10000000)	tag/LKO_Veh_Input-Redo.tag/ Tag Count in given bp (20488236.0 Total, normalization factor = 0.49, effective total = 10000000)	tag/P8249_FLKO_GCG.tag/ Tag Count in given bp (19468993.0 Total, normalization factor = 0.51, effective total = 10000000)	tag/P8250_FLKO_GCG.tag/ Tag Count in given bp (18132350.0 Total, normalization factor = 0.55, effective total = 10000000)	tag/P8251_FWT_GCG.tag/ Tag Count in given bp (17583237.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8266_FWT_GCG.tag/ Tag Count in given bp (19301124.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8268_FLKO_Veh.tag/ Tag Count in given bp (17392915.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8289_FLKO_Veh.tag/ Tag Count in given bp (15752938.0 Total, normalization factor = 0.63, effective total = 10000000)	tag/P8292_FWT_Veh.tag/ Tag Count in given bp (19236269.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8297_FWT_Veh.tag/ Tag Count in given bp (14643986.0 Total, normalization factor = 0.68, effective total = 10000000)	tag/WT_GCG_Input-Redo.tag/ Tag Count in given bp (18902719.0 Total, normalization factor = 0.53, effective total = 10000000)	tag/WT_Veh_Input-Redo.tag/ Tag Count in given bp (21333023.0 Total, normalization factor = 0.47, effective total = 10000000)
Merged-chr14-20164551-1	chr14	20164406	20164696	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_021542, intron 1 of 4)	intron (NM_021542, intron 1 of 4)	17231	NM_021542	16529		NM_021542	ENSMUSG00000023243	Kcnk5	KCNK5b|TASK-2	potassium channel, subfamily K, member 5	protein-coding	2.16	1.46	3.08	1.10	2.27	1.55	0.57	2.54	3.64	5.46	4.23	2.34
Merged-chr14-30829264-1	chr14	30829119	30829409	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_028839, intron 1 of 7)	intron (NM_028839, intron 1 of 7)	3670	NM_028839	69179		NM_028839	ENSMUSG00000006526	Stimate	1810038N08Rik|2310014H19Rik|Tmem110	STIM activating enhancer	protein-coding	3.23	6.35	6.68	6.07	5.69	7.25	13.22	12.06	1.56	6.15	2.12	3.28
Merged-chr6-39573934-1	chr6	39573789	39574079	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_178873)	promoter-TSS (NM_178873)	58	NM_178873	57869		NM_178873	ENSMUSG00000046947	Adck2	-	aarF domain containing kinase 2	protein-coding	2.70	6.35	5.14	7.72	6.26	4.14	11.50	5.08	5.20	17.07	3.70	3.75
Merged-chr13-92354992-1	chr13	92354847	92355137	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001311120)	promoter-TSS (NM_001311120)	11	NM_010829	17686		NM_010829	ENSMUSG00000014850	Msh3	D13Em1|REP-1|Rep-3|Rep3	mutS homolog 3	protein-coding	4.85	2.44	8.22	9.38	11.37	9.84	40.25	26.03	13.00	42.34	2.65	2.34
Merged-chr3-26960008-1	chr3	26959863	26960153	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_029150, intron 10 of 10)	L1MDa|LINE|L1	193846	NM_001177625	13605		NM_007900	ENSMUSG00000027699	Ect2	-	ect2 oncogene	protein-coding	3.77	0.00	1.03	0.00	0.57	0.52	0.57	0.63	0.52	2.05	2.12	1.88
Merged-chr5-36724511-1	chr5	36724366	36724656	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	24168	NM_133724	117197		NM_133724	ENSMUSG00000060708	Bloc1s4	2610101N07Rik|Blos4|Cno	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	protein-coding	1.62	4.39	10.79	3.86	3.98	6.74	11.50	5.08	6.24	10.24	2.12	2.34
Merged-chr15-81839949-1	chr15	81839804	81840094	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	18377	NM_020507	57259		NM_020507	ENSMUSG00000048546	Tob2	2900090N22Rik|4930545K18Rik|mKIAA1663	transducer of ERBB2, 2	protein-coding	2.70	6.83	9.25	6.07	7.39	8.81	15.52	8.25	5.72	8.88	6.35	1.88
Merged-chr7-24884702-1	chr7	24884557	24884847	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_023133)	promoter-TSS (NM_023133)	26	NM_023133	20085		NM_023133	ENSMUSG00000040952	Rps19	Dsk3	ribosomal protein S19	protein-coding	0.54	3.90	5.65	3.86	5.69	3.11	13.22	2.54	5.20	15.71	1.06	2.81
Merged-chr6-15754099-1	chr6	15753954	15754244	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_175088, intron 3 of 4)	intron (NM_175088, intron 3 of 4)	33438	NM_175088	16543		NM_175088	ENSMUSG00000041390	Mdfic	Kdt1|Mdfid	MyoD family inhibitor domain containing	protein-coding	0.54	1.95	1.03	0.55	2.27	0.00	2.87	1.27	1.04	2.73	1.06	0.94
Merged-chr3-116950847-1	chr3	116950702	116950992	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_023245, intron 2 of 7)	intron (NM_023245, intron 2 of 7)	-17420	NR_040596	74654		NR_040596	ENSMUSG00000080907	4930455H04Rik	-	RIKEN cDNA 4930455H04 gene	ncRNA	3.23	5.37	8.22	13.24	10.24	6.22	24.72	15.24	6.76	12.97	4.76	6.56
Merged-chr10-41552973-1	chr10	41552828	41553118	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001358562, intron 42 of 47)	intron (NM_001358562, intron 42 of 47)	-15043	NR_045341	70538		NR_045341	ENSMUSG00000091370	5730435O14Rik	-	RIKEN cDNA 5730435O14 gene	ncRNA	2.70	1.95	7.70	12.13	9.67	5.70	14.95	12.70	2.08	6.15	2.12	3.28
Merged-chr14-78851458-1	chr14	78851313	78851603	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_027906, intron 1 of 44)	intron (NM_027906, intron 1 of 44)	2280	NM_027906	219189		NM_027906	ENSMUSG00000058997	Vwa8	1300010F03Rik|4932416F07Rik|Kiaa0564|mKIAA0564	von Willebrand factor A domain containing 8	protein-coding	0.54	2.44	5.14	2.21	2.27	8.29	10.92	5.71	2.60	3.41	2.65	1.88
Merged-chr7-44246648-1	chr7	44246503	44246793	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_025880)	promoter-TSS (NM_025880)	-74	NM_025880	668661		NM_025880	ENSMUSG00000045411	2410002F23Rik	-	RIKEN cDNA 2410002F23 gene	protein-coding	3.23	1.46	3.08	3.86	2.84	6.22	7.47	5.08	5.20	7.51	1.59	2.34
Merged-chr8-86719395-1	chr8	86719250	86719540	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-26304	NR_027829	666945		NR_027829		Gm10638	-	predicted gene 10638	ncRNA	1.62	0.49	1.03	1.10	1.14	1.04	4.60	0.00	0.52	2.73	1.59	0.94
Merged-chr2-151723496-1	chr2	151723351	151723641	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_212446, intron 4 of 6)	MIRb|SINE|MIR	17814	NM_001305244	228769		NM_144889	ENSMUSG00000032869	Psmf1	PI31	proteasome (prosome, macropain) inhibitor subunit 1	protein-coding	0.54	0.49	0.51	1.10	0.57	0.52	1.15	1.27	2.08	1.37	2.65	2.34
Merged-chr5-25402282-1	chr5	25402137	25402427	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001081383, intron 6 of 58)	RSINE1|SINE|B4	96501	NM_001081383	231051		NM_177283	ENSMUSG00000038056	Kmt2c	E330008K23Rik|HALR|Mll3	lysine (K)-specific methyltransferase 2C	protein-coding	1.62	0.49	2.57	1.65	0.00	1.55	2.30	0.63	0.52	2.05	2.12	2.34
Merged-chr8-61975210-1	chr8	61975065	61975355	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001293783, intron 16 of 37)	intron (NM_001293783, intron 16 of 37)	47123	NM_001293783	234311		NM_144928	ENSMUSG00000037921	Ddx60	9830118M07	DExD/H box helicase 60	protein-coding	2.16	1.46	2.05	2.21	1.14	3.63	0.00	1.27	2.60	2.05	1.59	1.41
Merged-chr15-96994462-1	chr15	96994317	96994607	+	8.96	pCREB.fast.mergepeaks.txt	TTS (NM_027052)	TTS (NM_027052)	25897	NM_001358060	69354		NM_027052	ENSMUSG00000022464	Slc38a4	1110012E16Rik|1700012A18Rik|Ata3|SNAT4|mATA3|mNAT3	solute carrier family 38, member 4	protein-coding	2.16	5.37	2.05	1.10	2.84	1.55	1.72	0.63	2.60	4.78	3.70	1.88
Merged-chr5-24861407-1	chr5	24861262	24861552	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	ID_B1|SINE|B4	-19046	NM_053075	19744		NM_053075	ENSMUSG00000028945	Rheb	Rheb1	Ras homolog enriched in brain	protein-coding	1.62	1.95	2.05	0.55	0.57	1.55	4.02	1.27	1.56	0.68	0.00	0.94
Merged-chr19-4033967-1	chr19	4033822	4034112	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	3945	NM_013541	14870		NM_013541	ENSMUSG00000060803	Gstp1	GstpiB	glutathione S-transferase, pi 1	protein-coding	0.54	0.49	2.05	1.65	1.71	2.59	4.02	1.27	1.56	2.73	0.53	1.41
Merged-chr6-145346981-1	chr6	145346836	145347126	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	RMER1A|Other|Other	-40644	NR_003625	381827		NM_001001987		1700073E17Rik	-	ribosomal protein L7 pseudogene	pseudo	0.54	2.93	4.11	4.41	3.41	3.11	7.47	7.62	4.68	6.15	1.59	0.94
Merged-chr5-146977012-1	chr5	146976867	146977157	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-13157	NM_001359467	76366		NM_029581	ENSMUSG00000016510	Mtif3	2810012L14Rik	mitochondrial translational initiation factor 3	protein-coding	2.16	1.95	15.92	19.85	13.65	10.36	16.67	14.60	1.56	12.97	2.12	2.81
Merged-chr1-195181589-1	chr1	195181444	195181734	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-4870	NM_007758	12902		NM_007758	ENSMUSG00000026616	Cr2	C3DR|CD21|CD35|Cr-1|Cr-2|Cr1	complement receptor 2	protein-coding	2.70	0.49	1.03	1.10	1.71	2.07	1.15	0.00	3.64	2.73	0.53	0.94
Merged-chr2-116075601-1	chr2	116075456	116075746	+	8.96	pCREB.fast.mergepeaks.txt	non-coding (NR_033447, exon 1 of 1)	non-coding (NR_033447, exon 1 of 1)	495	NR_033447	69974		NR_033447		2810405F15Rik	-	RIKEN cDNA 2810405F15 gene	ncRNA	0.00	2.93	2.05	0.00	0.57	3.63	1.72	1.27	3.64	3.41	2.12	1.41
Merged-chr11-25692731-1	chr11	25692586	25692876	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_027973, intron 2 of 5)	intron (NR_027973, intron 2 of 5)	366624	NR_045853	71234		NR_045853	ENSMUSG00000033015	4933427E13Rik	-	RIKEN cDNA 4933427E13 gene	ncRNA	0.00	0.49	0.00	1.10	1.71	0.00	0.00	1.90	1.04	0.00	1.06	2.34
Merged-chr9-65434485-1	chr9	65434340	65434630	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	B3A|SINE|B2	-1297	NM_027134	69606		NM_027134	ENSMUSG00000059183	Mtfmt	2310020P08Rik	mitochondrial methionyl-tRNA formyltransferase	protein-coding	1.62	1.95	1.03	1.10	1.14	1.55	2.30	0.00	1.56	1.37	1.06	4.22
Merged-chr5-43137865-1	chr5	43137720	43138010	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-95388	NM_001368805	231207		NM_175937	ENSMUSG00000039782	Cpeb2	A630055H10Rik|Cpe-bp2	cytoplasmic polyadenylation element binding protein 2	protein-coding	2.16	1.95	2.05	2.21	0.00	4.14	1.15	2.54	2.08	4.10	1.59	0.47
Merged-chr5-8885405-1	chr5	8885260	8885550	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Lx9|LINE|L1	-8316	NM_008830	18670		NM_008830	ENSMUSG00000042476	Abcb4	Mdr2|Pgy-2|Pgy2|mdr-2	ATP-binding cassette, sub-family B member 4	protein-coding	1.62	1.95	0.51	1.10	1.71	2.07	1.15	0.63	1.04	1.37	2.65	1.88
Merged-chr11-106400641-1	chr11	106400496	106400786	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_023913, intron 19 of 21)	intron (NM_023913, intron 19 of 21)	-17860	NM_010494	15896		NM_010494	ENSMUSG00000001029	Icam2	CD102|Icam-2|Ly-60	intercellular adhesion molecule 2	protein-coding	0.54	0.98	1.03	2.21	1.14	1.04	1.15	1.27	0.52	0.68	0.53	1.41
Merged-chr15-88850678-1	chr15	88850533	88850823	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-11516	NM_145478	223775		NM_145478	ENSMUSG00000035828	Pim3	Kid1	proviral integration site 3	protein-coding	3.23	4.39	3.60	10.48	10.24	5.18	14.95	10.16	0.52	14.34	4.76	5.16
Merged-chr1-190136861-1	chr1	190136716	190137006	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001360827, intron 4 of 4)	intron (NM_001360827, intron 4 of 4)	32654	NM_001360827	19130		NM_008937	ENSMUSG00000010175	Prox1	A230003G05Rik|PROX-1	prospero homeobox 1	protein-coding	1.62	0.98	1.54	2.21	1.14	1.55	1.72	1.27	1.56	2.73	0.00	0.94
Merged-chr12-59130982-1	chr12	59130837	59131127	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001165253)	promoter-TSS (NM_001165253)	-499	NM_001165253	338320		NM_146034	ENSMUSG00000021000	Mia2	Ctage5|D12Bwg0579e|Mea6|Mgea|Mgea6	MIA SH3 domain ER export factor 2	protein-coding	1.08	3.42	2.57	11.03	4.55	3.63	9.20	8.25	2.60	2.73	3.17	6.56
Merged-chr14-12105791-1	chr14	12105646	12105936	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_008981, intron 6 of 29)	B4|SINE|B4	-84152	NM_001347593	19270		NM_008981	ENSMUSG00000121513	Ptprg	5430405N12Rik|RPTPgamma	protein tyrosine phosphatase receptor type G	protein-coding	1.08	2.93	8.22	9.93	7.96	3.11	7.47	3.81	2.60	2.05	2.65	4.22
Merged-chr9-61323943-1	chr9	61323798	61324088	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-30134	NR_045334	622037		NR_045334	ENSMUSG00000111658	B930092H01Rik	-	RIKEN cDNA B930092H01 gene	ncRNA	0.00	2.44	5.65	4.41	9.67	7.77	4.60	1.90	2.60	11.61	1.06	0.94
Merged-chr10-34167426-1	chr10	34167281	34167571	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_172508, intron 2 of 5)	MTE2a|LTR|ERVL-MaLR	-39454	NM_175449	215900		NM_175449	ENSMUSG00000046031	Calhm6	A630077B13Rik|Fam26f	calcium homeostasis modulator family member 6	protein-coding	0.54	1.95	3.08	0.55	0.00	3.11	2.30	3.17	2.08	0.68	0.53	0.94
Merged-chr6-121138678-1	chr6	121138533	121138823	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_167973, intron 1 of 3)	intron (NR_167973, intron 1 of 3)	1191	NR_167972	102632880		NR_167972	ENSMUSG00000119973	Gm30842	-	predicted gene, 30842	ncRNA	2.16	1.95	3.08	4.41	1.71	4.14	24.15	10.16	3.12	12.29	1.59	3.75
Merged-chr8-7016237-1	chr8	7016092	7016382	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-364711	NR_166537	102632928		NR_166536		Gm17215	-	predicted gene 17215	ncRNA	2.16	1.95	1.54	2.76	0.00	1.04	0.57	0.63	1.56	0.68	3.70	2.34
Merged-chr15-57911185-1	chr15	57911040	57911330	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-1014	NM_001167679	210544		NM_199300	ENSMUSG00000022364	Tbc1d31	4B3|D330013L20Rik|Gm85|Wdr67	TBC1 domain family, member 31	protein-coding	1.62	0.98	2.05	0.55	1.71	3.11	3.45	1.27	2.60	2.73	3.17	1.41
Merged-chr4-43419618-1	chr4	43419473	43419763	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001369198, intron 2 of 10)	intron (NM_001369198, intron 2 of 10)	9516	NM_001369077	329831		NM_177377	ENSMUSG00000042788	Cimip2b	4833436C18Rik|Fam166b	ciliary microtubule inner protein 2B	protein-coding	1.62	3.90	0.51	2.21	2.27	3.63	1.72	3.81	2.08	4.10	2.65	4.69
Merged-chr6-13952064-1	chr6	13951919	13952209	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	L1_Mur2|LINE|L1	80495	NR_045995	76311		NR_045995	ENSMUSG00000097616	1110019D14Rik	-	RIKEN cDNA 1110019D14 gene	ncRNA	0.54	1.46	1.54	1.65	1.14	3.11	1.15	0.00	0.52	2.05	1.59	0.00
Merged-chr10-75790094-1	chr10	75789949	75790239	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001358778, intron 3 of 4)	MTE2b|LTR|ERVL-MaLR	7637	NM_001358778	14871		NM_008185	ENSMUSG00000001663	Gstt1	Gstt1-1	glutathione S-transferase, theta 1	protein-coding	1.08	1.95	11.30	15.99	6.82	12.95	23.00	15.87	4.68	17.75	1.59	3.28
Merged-chr3-87883869-1	chr3	87883724	87884014	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_033573, intron 1 of 6)	ID_B1|SINE|B4	1693	NM_033573	94315		NM_033573	ENSMUSG00000004895	Prcc	-	papillary renal cell carcinoma (translocation-associated)	protein-coding	2.16	0.98	2.57	1.10	1.14	1.55	1.72	3.81	2.60	2.05	1.59	4.22
Merged-chr12-84300988-1	chr12	84300843	84301133	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_029880, intron 4 of 9)	Lx8|LINE|L1	15692	NM_029880	77219		NM_029880	ENSMUSG00000072946	Ptgr2	1810016I24Rik|9130222H03Rik|9630002F03Rik|B830026H24Rik|PGR-2|PRG-2|Zadh1	prostaglandin reductase 2	protein-coding	1.62	1.95	0.51	2.21	1.71	1.04	1.15	0.63	1.56	0.00	1.59	1.88
Merged-chr6-139785305-1	chr6	139785160	139785450	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_207683, intron 17 of 31)	intron (NM_207683, intron 17 of 31)	-56140	NM_011084	18705		NM_011084	ENSMUSG00000030228	Pik3c2g	PI3K-C2-gamma	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	protein-coding	1.08	1.95	3.60	0.55	0.57	1.55	0.00	0.63	1.56	0.00	1.59	1.41
Merged-chr12-112619927-1	chr12	112619782	112620072	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_007421)	promoter-TSS (NM_007421)	-120	NM_007421	11565		NM_007421	ENSMUSG00000011148	Adss1	Adss|Adssl1	adenylosuccinate synthase 1	protein-coding	1.08	5.37	20.03	21.51	21.61	18.65	31.62	27.30	10.92	28.00	3.17	4.69
Merged-chr17-53643199-1	chr17	53643054	53643344	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_151733, intron 7 of 16)	intron (NR_151733, intron 7 of 16)	46116	NM_028232	72415		NM_028232	ENSMUSG00000023940	Sgo1	3300001M08Rik|Sgol1	shugoshin 1	protein-coding	3.77	3.90	2.57	1.65	1.14	3.11	6.90	1.90	2.60	1.37	1.06	4.69
Merged-chr5-103291331-1	chr5	103291186	103291476	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_040699, intron 1 of 6)	intron (NR_040699, intron 1 of 6)	7698	NR_040699	74624		NR_040699	ENSMUSG00000104956	4930429D17Rik	-	RIKEN cDNA 4930429D17 gene	ncRNA	2.70	1.95	9.25	17.10	13.08	15.03	27.60	19.68	8.32	28.68	2.65	2.34
Merged-chr9-123772867-1	chr9	123772722	123773012	+	8.96	pCREB.fast.mergepeaks.txt	5' UTR (NM_001166625, exon 2 of 4)	5' UTR (NM_001166625, exon 2 of 4)	5656	NM_009913	12769		NM_009913	ENSMUSG00000029530	Ccr9	A130091K22Rik|Cmkbr10|GPR-9-6	C-C motif chemokine receptor 9	protein-coding	2.70	1.46	2.05	0.00	3.41	1.55	0.00	1.27	0.52	0.00	3.17	3.28
Merged-chr16-23191809-1	chr16	23191664	23191954	+	8.96	pCREB.fast.mergepeaks.txt	intron (NR_155420, intron 1 of 2)	Lx8|LINE|L1	16529	NR_155420	105246089		NR_155420	ENSMUSG00000068463	C730014E05Rik	-	RIKEN cDNA C730014E05 gene	ncRNA	1.08	1.46	4.62	5.52	2.84	4.66	10.35	4.44	6.24	4.78	2.12	0.94
Merged-chr7-140908882-1	chr7	140908737	140909027	+	8.96	pCREB.fast.mergepeaks.txt	TTS (NR_015583)	TTS (NR_015583)	2861	NR_015583	212965		NR_015583	ENSMUSG00000109628	BC024386	-	cDNA sequence BC023486	ncRNA	3.23	3.90	1.54	3.86	1.14	3.11	6.90	3.17	4.68	5.46	1.59	3.75
Merged-chr4-43379867-1	chr4	43379722	43380012	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	L2|LINE|L2	-2115	NM_001037709	100213		NM_199057	ENSMUSG00000035969	Rusc2	mKIAA0375	RUN and SH3 domain containing 2	protein-coding	0.54	1.95	3.60	2.76	3.98	2.07	12.07	1.27	4.16	6.15	0.53	6.56
Merged-chr5-73424777-1	chr5	73424632	73424922	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_181323, intron 9 of 15)	RLTR12A|LTR|ERVK	18699	NM_181323	231293		NM_181323	ENSMUSG00000029154	Cwh43	C130090K23Rik|imds-60	cell wall biogenesis 43 C-terminal homolog	protein-coding	1.08	1.95	1.03	3.86	1.14	2.59	0.57	3.17	0.52	0.68	1.59	2.34
Merged-chr14-121045082-1	chr14	121044937	121045227	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_134082, intron 1 of 26)	ORR1E|LTR|ERVL-MaLR	9508	NM_134082	223254		NM_134082	ENSMUSG00000025555	Farp1	Cdep	FERM, ARH/RhoGEF and pleckstrin domain protein 1	protein-coding	2.16	2.44	0.00	0.00	1.14	2.07	0.57	3.17	2.60	2.05	2.12	1.41
Merged-chr15-79031065-1	chr15	79030920	79031210	+	8.96	pCREB.fast.mergepeaks.txt	TTS (NM_008197)	TTS (NM_008197)	191	NM_013847	26912		NM_013847	ENSMUSG00000006378	Gcat	Kbl	glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)	protein-coding	3.77	1.46	2.57	5.52	2.27	3.63	4.60	5.71	3.64	8.19	2.65	4.69
Merged-chr8-77133188-1	chr8	77133043	77133333	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001083906, intron 3 of 8)	intron (NM_001083906, intron 3 of 8)	230858	NM_001083906	110784		NM_001083906	ENSMUSG00000031618	Nr3c2	MR|Mlr	nuclear receptor subfamily 3, group C, member 2	protein-coding	3.77	1.95	3.08	6.62	5.69	2.59	10.92	5.08	2.60	9.56	2.65	1.88
Merged-chr4-15316275-1	chr4	15316130	15316420	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	50455	NM_181401	100201		NM_181401	ENSMUSG00000043252	Tmem64	9630015D15Rik	transmembrane protein 64	protein-coding	0.54	2.44	1.54	9.38	3.98	2.07	9.20	5.71	1.04	3.41	2.12	3.28
Merged-chr11-7140569-1	chr11	7140424	7140714	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_009622, intron 8 of 19)	intron (NM_009622, intron 8 of 19)	48000	NR_045101	100041347		NR_045101	ENSMUSG00000087512	Ccdc201	Cccd201|Gm11985	coiled coil domain 201	ncRNA	4.31	2.44	1.03	1.10	2.27	1.04	1.72	3.17	1.56	2.73	3.17	0.47
Merged-chr13-77731092-1	chr13	77730947	77731237	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_001163419, intron 1 of 9)	Lx5c|LINE|L1	22402	NM_001163420	68675		NM_138312	ENSMUSG00000064138	Arb2a	1110033M05Rik|2610318O14Rik|53-E6|9430037D06Rik|Fam172a|pEN87	ARB2 cotranscriptional regulator A	protein-coding	1.62	1.46	3.08	0.55	1.14	2.07	0.00	0.63	3.12	1.37	2.12	1.88
Merged-chr6-135705072-1	chr6	135704927	135705217	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	46159	NR_126088	75024		NR_126088	ENSMUSG00000107396	4930425L21Rik	4930473P14Rik	RIKEN cDNA 4930425L21 gene	ncRNA	2.70	0.49	0.51	0.55	2.27	1.04	1.72	0.00	0.52	3.41	0.00	1.88
Merged-chr17-46752145-1	chr17	46752000	46752290	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_001305988)	promoter-TSS (NM_001305988)	69	NM_001305988	72029		NM_028065	ENSMUSG00000023973	Cnpy3	1600025D17Rik|2410050O22Rik|CAG4A|ERDA5|PRAT4A|Tnrc5	canopy FGF signaling regulator 3	protein-coding	2.70	5.86	2.05	3.86	4.55	1.04	7.47	6.35	6.24	12.29	5.29	5.16
Merged-chr10-81037409-1	chr10	81037264	81037554	+	8.96	pCREB.fast.mergepeaks.txt	promoter-TSS (NM_134135)	promoter-TSS (NM_134135)	-94	NM_134135	106947		NM_134135	ENSMUSG00000046822	Slc39a3	ZIP-3|Zip3	solute carrier family 39 (zinc transporter), member 3	protein-coding	2.16	5.86	1.03	2.21	1.14	2.59	5.17	5.08	1.04	4.78	4.76	2.81
Merged-chr11-59839411-1	chr11	59839266	59839556	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_011991, intron 1 of 11)	CpG	356	NM_011991	26572		NM_011991	ENSMUSG00000019373	Cops3	Csn3|Sgn3	COP9 signalosome subunit 3	protein-coding	1.62	3.90	3.60	5.52	3.41	1.04	7.47	12.70	5.20	14.34	1.59	3.28
Merged-chr11-22403599-1	chr11	22403454	22403744	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	L1M2|LINE|L1	-108684	NM_153596	103765		NM_153596	ENSMUSG00000049904	Tmem17	-	transmembrane protein 17	protein-coding	0.00	2.44	1.54	0.55	2.84	5.18	0.57	1.27	2.08	1.37	2.65	1.88
Merged-chr13-69624069-1	chr13	69623924	69624214	+	8.96	pCREB.fast.mergepeaks.txt	intron (NM_145354, intron 9 of 18)	intron (NM_145354, intron 9 of 18)	12053	NM_145354	28114		NM_145354	ENSMUSG00000021595	Nsun2	D13Wsu123e|Misu	NOL1/NOP2/Sun domain family member 2	protein-coding	0.54	0.98	4.11	6.62	2.84	5.70	6.90	1.90	1.04	6.15	3.17	1.41
Merged-chr6-34454756-1	chr6	34454611	34454901	+	8.96	pCREB.fast.mergepeaks.txt	Intergenic	Intergenic	-21600	NM_001363709	12183		NM_007563	ENSMUSG00000038871	Bpgm	-	2,3-bisphosphoglycerate mutase	protein-coding	2.70	2.93	1.03	0.00	2.84	1.04	2.87	1.90	0.52	1.37	2.12	1.88
