PeakID (cmd=annotatePeaks.pl pCREB.fed.BCL6.mergepeaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr16-91689049-1	chr16	91688877	91689222	+	8.525000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_021720)	promoter-TSS (NM_021720)	151	NR_040389	100038392		NR_040389	ENSMUSG00000085169	Gm10785	-	predicted gene 10785	ncRNA
Merged-chr5-117366155-1	chr5	117365945	117366365	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_021539, intron 2 of 8)	intron (NM_021539, intron 2 of 8)	8850	NM_021539	59043		NM_021539	ENSMUSG00000029364	Wsb2	Swip2|WSB-2	WD repeat and SOCS box-containing 2	protein-coding
Merged-chr13-119456498-1	chr13	119456327	119456669	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_001079849, intron 10 of 10)	RSINE1|SINE|B4	-6261	NR_153825	67392		NM_026127	ENSMUSG00000062822	4833420G17Rik	2210017J06Rik|5730533D17Rik	RIKEN cDNA 4833420G17 gene	protein-coding
Merged-chr2-38607937-1	chr2	38607761	38608114	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_011187, intron 6 of 7)	MIR|SINE|MIR	35969	NM_011187	19177		NM_011187	ENSMUSG00000026750	Psmb7	MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding
Merged-chr4-46863990-1	chr4	46863780	46864200	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_001081141, intron 2 of 18)	intron (NM_001081141, intron 2 of 18)	127724	NM_001081141	242425		NM_001081141	ENSMUSG00000039809	Gabbr2	GABABR2|Gb2|Gm425|Gpr51	gamma-aminobutyric acid type B receptor subunit 2	protein-coding
Merged-chr6-145346478-1	chr6	145346226	145346730	+	8.525000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-41147	NR_003625	381827		NM_001001987		1700073E17Rik	-	ribosomal protein L7 pseudogene	pseudo
Merged-chr11-116131009-1	chr11	116130755	116131263	+	8.525000	pCREB.fed.mergepeaks.txt	TTS (NM_024177)	TTS (NM_024177)	119	NM_178802	338364		NM_178802	ENSMUSG00000054517	Trim65	4732463G12Rik	tripartite motif-containing 65	protein-coding
Merged-chr5-74793667-1	chr5	74793491	74793843	+	8.525000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-90764	NM_001159577	16924		NM_010727	ENSMUSG00000029228	Lnx1	Lnx	ligand of numb-protein X 1	protein-coding
Merged-chr6-108453779-1	chr6	108453612	108453947	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_010585, intron 44 of 61)	intron (NM_010585, intron 44 of 61)	-35964	NR_106121	102465766		NR_106121	ENSMUSG00000105697	Mir7661	mmu-mir-7661	microRNA 7661	ncRNA
Merged-chr10-68737537-1	chr10	68737346	68737729	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_177794, intron 1 of 5)	intron (NM_177794, intron 1 of 5)	13791	NM_177794	327766		NM_177794	ENSMUSG00000060044	Tmem26	3230401A06	transmembrane protein 26	protein-coding
Merged-chr2-109936317-1	chr2	109936024	109936610	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_172671, intron 1 of 17)	intron (NM_172671, intron 1 of 17)	18670	NM_172671	107515		NM_172671	ENSMUSG00000050199	Lgr4	9130225G07|A330106J01Rik|A930009A08Rik|Gpr48	leucine-rich repeat-containing G protein-coupled receptor 4	protein-coding
Merged-chr3-45378239-1	chr3	45378071	45378408	+	8.525000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_011043)	promoter-TSS (NM_011043)	21	NR_045172	72511		NR_045172	ENSMUSG00000097040	2610316D01Rik	-	RIKEN cDNA 2610316D01 gene	ncRNA
Merged-chr15-59552658-1	chr15	59552479	59552837	+	8.525000	pCREB.fed.mergepeaks.txt	intron (NM_001374768, intron 5 of 7)	intron (NM_001374768, intron 5 of 7)	-95996	NM_144549	211770		NM_144549	ENSMUSG00000032501	Trib1	A530090O15Rik|TRB-1|Trb1	tribbles pseudokinase 1	protein-coding
Merged-chr3-130715035-1	chr3	130714718	130715352	+	8.510000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-5591	NM_025509	66357		NM_025509	ENSMUSG00000041084	Ostc	2310008M10Rik|5730557H03Rik	oligosaccharyltransferase complex subunit (non-catalytic)	protein-coding
Merged-chr9-72985588-1	chr9	72985414	72985763	+	8.505000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001198789)	promoter-TSS (NM_001198789)	84	NM_001286544	72278		NM_028181	ENSMUSG00000034563	Ccpg1	1700030B06Rik|1810073J13Rik|9430028F23Rik|CPR8|D9Ertd392e	cell cycle progression 1	protein-coding
Merged-chr8-84197751-1	chr8	84197590	84197913	+	8.505000	pCREB.fed.mergepeaks.txt	Intergenic	CpG	-10767	NR_029740	387216		NR_029740	ENSMUSG00000065611	Mir23a	Mirn23a|mir-23a|mmu-mir-23a	microRNA 23a	ncRNA
Merged-chr8-117355476-1	chr8	117355324	117355628	+	8.505000	pCREB.fed.mergepeaks.txt	intron (NM_028941, intron 1 of 20)	(CAT)n|Simple_repeat|Simple_repeat	6306	NM_028941	74440		NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik	c-Maf inducing protein	protein-coding
Merged-chr11-113648380-1	chr11	113648217	113648543	+	8.505000	pCREB.fed.mergepeaks.txt	intron (NM_001362939, intron 1 of 9)	intron (NM_001362939, intron 1 of 9)	-1149	NM_013581	16834		NM_013581	ENSMUSG00000018661	Cog1	6030445I15|Ldlb|mKIAA1381	component of oligomeric golgi complex 1	protein-coding
Merged-chr1-33669804-1	chr1	33669650	33669958	+	8.505000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_008922)	promoter-TSS (NM_008922)	-10	NM_008922	19076		NM_008922	ENSMUSG00000026134	Prim2	-	DNA primase, p58 subunit	protein-coding
Merged-chr17-36032823-1	chr17	36032663	36032983	+	8.505000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_010398)	promoter-TSS (NM_010398)	-122	NM_010398	15040		NM_010398	ENSMUSG00000067212	H2-T23	37b|37c|H-2T23|H2-K1|H2-Qa1|Qa-1|Qa-1(b)|Qa1|Qed-1|T18c|T18c(37)|T23b|T23d	histocompatibility 2, T region locus 23	protein-coding
Merged-chr7-35168125-1	chr7	35167939	35168311	+	8.505000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-18260	NM_017394	53896		NM_017394	ENSMUSG00000030495	Slc7a10	Asc-1|D7Bwg0847e	solute carrier family 7 (cationic amino acid transporter, y+ system), member 10	protein-coding
Merged-chr11-101467588-1	chr11	101467427	101467750	+	8.505000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_009708)	promoter-TSS (NM_009708)	-587	NM_009708	11858		NM_009708	ENSMUSG00000001313	Rnd2	Arhn|Rohn|rho7	Rho family GTPase 2	protein-coding
Merged-chr4-24898005-1	chr4	24897822	24898189	+	8.505000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026742)	promoter-TSS (NM_026742)	-78	NM_026742	68493		NM_026742	ENSMUSG00000028261	Ndufaf4	1110007M04Rik|3000003G13Rik	NADH:ubiquinone oxidoreductase complex assembly factor 4	protein-coding
Merged-chr10-57660738-1	chr10	57660585	57660892	+	8.505000	pCREB.fed.mergepeaks.txt	intron (NM_001039052, intron 2 of 4)	intron (NM_001039052, intron 2 of 4)	9757	NM_001190402	18768		NM_008863	ENSMUSG00000019876	Pkib	Pkibeta|Prkacn2	protein kinase inhibitor beta, cAMP dependent, testis specific	protein-coding
Merged-chr18-12121428-1	chr18	12121223	12121634	+	8.505000	pCREB.fed.mergepeaks.txt	non-coding (NR_110356, exon 1 of 16)	non-coding (NR_110356, exon 1 of 16)	109	NR_110356	338363		NM_178801	ENSMUSG00000049411	Tmem241	6030446N20Rik	transmembrane protein 241	protein-coding
Merged-chr6-115544528-1	chr6	115544345	115544711	+	8.495000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_199033)	promoter-TSS (NM_199033)	-163	NM_199033	381802		NM_199033	ENSMUSG00000042389	Tsen2	-	tRNA splicing endonuclease subunit 2	protein-coding
Merged-chr16-11322823-1	chr16	11322609	11323038	+	8.460000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_028964)	promoter-TSS (NM_028964)	-81	NM_028964	74478		NM_028964	ENSMUSG00000071669	Snx29	4933437K13Rik|Gm11170|Gm1737|Gm930|Rundc2a	sorting nexin 29	protein-coding
Merged-chr4-129335253-1	chr4	129335023	129335483	+	8.460000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_025970)	promoter-TSS (NM_025970)	117	NM_009030	19646		NM_009030	ENSMUSG00000057236	Rbbp4	RBAP48|mRbAp48	retinoblastoma binding protein 4, chromatin remodeling factor	protein-coding
Merged-chr7-84690144-1	chr7	84689881	84690407	+	8.460000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001360578)	promoter-TSS (NM_001360578)	-187	NM_001360582	65098		NM_022985	ENSMUSG00000030629	Zfand6	3110005P07Rik|Awp1|Za20d3	zinc finger, AN1-type domain 6	protein-coding
Merged-chr8-117256615-1	chr8	117256459	117256771	+	8.460000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001163262)	promoter-TSS (NM_001163262)	-404	NM_001163262	74440		NM_028941	ENSMUSG00000034390	Cmip	4933407C03Rik|5830471E12Rik	c-Maf inducing protein	protein-coding
Merged-chr14-20607953-1	chr14	20607787	20608120	+	8.460000	pCREB.fed.mergepeaks.txt	intron (NM_030180, intron 1 of 20)	intron (NM_030180, intron 1 of 20)	10401	NM_030180	78787		NM_030180	ENSMUSG00000034235	Usp54	4930429G18Rik|C030002J06Rik	ubiquitin specific peptidase 54	protein-coding
Merged-chr1-168432741-1	chr1	168432522	168432961	+	8.456667	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_008783)	promoter-TSS (NM_008783)	-572	NM_008783	18514		NM_008783	ENSMUSG00000052534	Pbx1	2310056B04Rik|D230003C07Rik|Pbx-1	pre B cell leukemia homeobox 1	protein-coding
Merged-chr8-90391621-1	chr8	90391399	90391843	+	8.456667	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-43369	NM_172913	244579		NM_172913	ENSMUSG00000043668	Tox3	500-9|C230068E13|CAGF9|Tnrc9	TOX high mobility group box family member 3	protein-coding
Merged-chr6-134767418-1	chr6	134767272	134767564	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_001048054, intron 1 of 6)	intron (NM_001048054, intron 1 of 6)	-24942	NR_151454	105242798		NR_151454		1700055D16Rik	-	RIKEN cDNA 1700055D16 gene	ncRNA
Merged-chr16-97997147-1	chr16	97997001	97997293	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001362097)	promoter-TSS (NM_001362097)	-189	NM_001362093	245305		NM_001362093	ENSMUSG00000080717	B230307C23Rik	8030444G23Rik|EG245305	RIKEN cDNA B230307C23 gene	protein-coding
Merged-chr5-73474980-1	chr5	73474834	73475126	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	(TC)n|Simple_repeat|Simple_repeat	-6075	NM_001190734	100737		NM_178896	ENSMUSG00000051674	Dcun1d4	DCNL4	defective in cullin neddylation 1 domain containing 4	protein-coding
Merged-chr6-125097028-1	chr6	125096882	125097174	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_106012)	promoter-TSS (NR_106012)	4	NR_106012	102466272		NR_106012	ENSMUSG00000098762	Mir7045	Gm27758|mmu-mir-7045	microRNA 7045	ncRNA
Merged-chr6-98172296-1	chr6	98172150	98172442	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	MER21C|LTR|ERVL	170458	NM_001128092	330390		NM_001128092	ENSMUSG00000090667	Mdfic2	Gm765	MyoD family inhibitor domain containing 2	protein-coding
Merged-chr5-138457366-1	chr5	138457220	138457512	+	8.450000	pCREB.fed.mergepeaks.txt	3' UTR (NM_028130, exon 5 of 5)	3' UTR (NM_028130, exon 5 of 5)	15890	NM_028130	72154		NM_028130	ENSMUSG00000036898	Zfp157	2610020C11Rik|A630094N24Rik|Roma|mszf12|mszf23-1	zinc finger protein 157	protein-coding
Merged-chr10-62578183-1	chr10	62578037	62578329	+	8.450000	pCREB.fed.mergepeaks.txt	exon (NM_028197, exon 1 of 7)	exon (NM_028197, exon 1 of 7)	274	NM_028197	72320		NM_028197	ENSMUSG00000036955	Kifbp	0710007C18Rik|2510003E04Rik|KBP|Kif1bp|mKIAA1279	kinesin family binding protein	protein-coding
Merged-chr2-122681214-1	chr2	122681068	122681360	+	8.450000	pCREB.fed.mergepeaks.txt	TTS (NM_001290993)	TTS (NM_001290993)	21449	NM_001290993	22785		NM_011774	ENSMUSG00000005802	Slc30a4	Znt4|lm|znT-4	solute carrier family 30 (zinc transporter), member 4	protein-coding
Merged-chr3-93579784-1	chr3	93579638	93579930	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	24667	NM_009112	20194		NM_009112	ENSMUSG00000041959	S100a10	42C|CAL12|CLP11|Cal1l|p10|p11	S100 calcium binding protein A10 (calpactin)	protein-coding
Merged-chr14-124575463-1	chr14	124575317	124575609	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_207667, intron 1 of 4)	intron (NM_207667, intron 1 of 4)	101664	NM_207667	14169		NM_010201	ENSMUSG00000025551	Fgf14	FGF-14|FHF-4|Fgf1b|Fhf4|Tg(tetO-MAPT*P301L)4510Kha|mFHF-4(1B)	fibroblast growth factor 14	protein-coding
Merged-chr6-35133832-1	chr6	35133686	35133978	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001164412)	promoter-TSS (NM_001164412)	-95	NM_001164414	53621		NM_016877	ENSMUSG00000038784	Cnot4	Not4|Not4h|Not4hp	CCR4-NOT transcription complex, subunit 4	protein-coding
Merged-chr4-83486921-1	chr4	83486775	83487067	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001347143)	promoter-TSS (NM_001347143)	-458	NM_001347143	101739		NM_133948	ENSMUSG00000028484	Psip1	Dfs70|Ledgfa|Ledgfb|Psip2	PC4 and SFRS1 interacting protein 1	protein-coding
Merged-chr7-3645153-1	chr7	3645007	3645299	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_146176)	promoter-TSS (NM_146176)	-116	NM_146176	232791		NM_146176	ENSMUSG00000035632	Cnot3	A930039N10Rik	CCR4-NOT transcription complex, subunit 3	protein-coding
Merged-chr4-7146789-1	chr4	7146643	7146935	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-155232	NM_001377078	252838		NM_145711	ENSMUSG00000041272	Tox	1700007F02Rik	thymocyte selection-associated high mobility group box	protein-coding
Merged-chr15-11026966-1	chr15	11026820	11027112	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_053077, intron 6 of 6)	intron (NM_053077, intron 6 of 6)	11002	NM_178717	239336		NM_178717	ENSMUSG00000060735	Rxfp3	GPCR135|Rln3r1|Salpr	relaxin family peptide receptor 3	protein-coding
Merged-chr17-86286563-1	chr17	86286417	86286709	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NR_045435, intron 1 of 2)	intron (NR_045435, intron 1 of 2)	615	NR_045435	72104		NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
Merged-chr10-59548982-1	chr10	59548836	59549128	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_001033259, intron 1 of 7)	intron (NM_001033259, intron 1 of 7)	67710	NM_001033259	215999		NM_001033259	ENSMUSG00000009647	Mcu	2010012O16Rik|C10orf42|Ccdc109a|D130073L02Rik|Gm64	mitochondrial calcium uniporter	protein-coding
Merged-chr2-144593889-1	chr2	144593743	144594035	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001033297)	promoter-TSS (NM_001033297)	-176	NM_001033297	228715		NM_001033297	ENSMUSG00000074754	Smim26	Gm561	small integral membrane protein 26	protein-coding
Merged-chr7-144929897-1	chr7	144929751	144930043	+	8.450000	pCREB.fed.mergepeaks.txt	TTS (NM_007631)	TTS (NM_007631)	9934	NM_007631	12443		NM_007631	ENSMUSG00000070348	Ccnd1	CycD1|Cyl-1|PRAD1|bcl-1|cD1	cyclin D1	protein-coding
Merged-chr9-35176199-1	chr9	35176053	35176345	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_027030)	promoter-TSS (NM_027030)	-212	NM_027030	69305		NM_027030	ENSMUSG00000032040	Dcps	1700001E16Rik|DCS-1|HINT-5	decapping enzyme, scavenger	protein-coding
Merged-chr7-80186450-1	chr7	80186304	80186596	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_013659)	promoter-TSS (NM_013659)	-420	NM_013659	20352		NM_013659	ENSMUSG00000030539	Sema4b	SemC|Semac|mKIAA1745|sema C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	protein-coding
Merged-chr1-95287154-1	chr1	95287008	95287300	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-26474	NM_026321	67698		NM_026321	ENSMUSG00000051185	Fam174a	2310044D20Rik|Fam174|Naa6|Tmem157	family with sequence similarity 174, member A	protein-coding
Merged-chr4-122955513-1	chr4	122955367	122955659	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_029662, intron 3 of 13)	intron (NM_029662, intron 3 of 13)	5675	NM_029662	76574		NM_029662	ENSMUSG00000028655	Mfsd2a	1700018O18Rik|Mfsd2|NLS1	MFSD2 lysolipid transporter A, lysophospholipid	protein-coding
Merged-chr2-65384994-1	chr2	65384848	65385140	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-20594	NR_105755	102466151		NR_105755	ENSMUSG00000099184	Mir6337	Gm27877|mmu-mir-6337	microRNA 6337	ncRNA
Merged-chrX-38600530-1	chrX	38600384	38600676	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026902)	promoter-TSS (NM_026902)	59	NR_154890	68995		NM_026902	ENSMUSG00000000355	Mcts1	1500019M23Rik|MCT-1	malignant T cell amplified sequence 1	protein-coding
Merged-chr2-122738601-1	chr2	122738455	122738747	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_019788)	promoter-TSS (NM_019788)	96	NM_019788	18457		NM_019788	ENSMUSG00000005804	Bloc1s6	BLOC-1|Hps9|Pldn|Stx13bp1|pa	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin	protein-coding
Merged-chr15-31607401-1	chr15	31607255	31607547	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_026546, intron 2 of 4)	intron (NM_026546, intron 2 of 4)	5285	NM_001356313	68073		NM_026546	ENSMUSG00000039065	Atpsckmt	A930016P21Rik|Fam173b|mFam173b	ATP synthase C subunit lysine N-methyltransferase	protein-coding
Merged-chr2-12885365-1	chr2	12885219	12885511	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-38676	NM_008961	19212		NM_008961	ENSMUSG00000026730	Pter	Mpr56-1	phosphotriesterase related	protein-coding
Merged-chr9-58596791-1	chr9	58596645	58596937	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_009145, intron 1 of 7)	intron (NM_009145, intron 1 of 7)	14551	NM_001357751	20320		NM_009145	ENSMUSG00000032336	Nptn	NP65|SDR-1|Sdfr1	neuroplastin	protein-coding
Merged-chr8-82585899-1	chr8	82585753	82586045	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-183313	NM_001254747	16168		NM_008357	ENSMUSG00000031712	Il15	IL-15	interleukin 15	protein-coding
Merged-chr17-29095366-1	chr17	29095220	29095512	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_007669, intron 1 of 2)	CpG	1597	NM_007669	12575		NM_007669	ENSMUSG00000023067	Cdkn1a	CAP20|CDKI|CIP1|Cdkn1|P21|SDI1|Waf1|mda6|p21Cip1|p21WAF	cyclin dependent kinase inhibitor 1A	protein-coding
Merged-chr17-30137428-1	chr17	30137282	30137574	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NR_151442, intron 2 of 3)	L1M3|LINE|L1	132389	NM_001356265	21769		NM_148926	ENSMUSG00000044477	Zfand3	TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
Merged-chr11-102145562-1	chr11	102145416	102145708	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_145829)	promoter-TSS (NM_145829)	49	NM_145829	217214		NM_145829	ENSMUSG00000048217	Nags	1700120E20Rik|argA	N-acetylglutamate synthase	protein-coding
Merged-chr13-3634608-1	chr13	3634462	3634754	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_001267724, intron 1 of 3)	intron (NM_001267724, intron 1 of 3)	576	NM_001267724	142688		NM_178283	ENSMUSG00000033781	Asb13	2210015B19Rik|6430573K02Rik|Asb-13	ankyrin repeat and SOCS box-containing 13	protein-coding
Merged-chr7-11862660-1	chr7	11862514	11862806	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Lx5c|LINE|L1	15885	NM_134206	171240		NM_134206	ENSMUSG00000047655	Vmn1r74	V1rg5	vomeronasal 1 receptor 74	protein-coding
Merged-chr8-69974548-1	chr8	69974402	69974694	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001113346)	promoter-TSS (NM_001113346)	-165	NM_001113346	234366		NM_145596	ENSMUSG00000036180	Gatad2a	1110066C11Rik	GATA zinc finger domain containing 2A	protein-coding
Merged-chr5-30666575-1	chr5	30666429	30666721	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001302132)	promoter-TSS (NM_001302132)	-311	NM_007681	12615		NM_007681	ENSMUSG00000029177	Cenpa	Cenp-A	centromere protein A	protein-coding
Merged-chr13-47667501-1	chr13	47667355	47667647	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_153835)	promoter-TSS (NR_153835)	-49	NR_153835	74939		NR_153835	ENSMUSG00000114509	4930471G24Rik	-	RIKEN cDNA 4930471G24 gene	ncRNA
Merged-chr10-94049385-1	chr10	94049239	94049531	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_053072, intron 2 of 20)	intron (NM_053072, intron 2 of 20)	13384	NM_053072	13998		NM_053072	ENSMUSG00000020021	Fgd6	Etohd4|ZFYVE24	FYVE, RhoGEF and PH domain containing 6	protein-coding
Merged-chr4-44180026-1	chr4	44179880	44180172	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_001379574, intron 1 of 10)	MER21B|LTR|ERVL	-11749	NM_001379575	73469		NM_175201	ENSMUSG00000035696	Rnf38	1700065B19Rik|2610202O07Rik|Oip1	ring finger protein 38	protein-coding
Merged-chr1-178406782-1	chr1	178406636	178406928	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_026626, intron 1 of 6)	intron (NM_026626, intron 1 of 6)	764	NM_026626	68226		NM_026626	ENSMUSG00000026495	Efcab2	1700073K01Rik|D830011E08Rik	EF-hand calcium binding domain 2	protein-coding
Merged-chr3-119225845-1	chr3	119225699	119225991	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_170778, intron 18 of 22)	intron (NM_170778, intron 18 of 22)	557543	NM_001310711	56195		NM_019550	ENSMUSG00000028134	Ptbp2	Ptb2|brPTB|nPTB	polypyrimidine tract binding protein 2	protein-coding
Merged-chr1-16104837-1	chr1	16104691	16104983	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_011291)	promoter-TSS (NM_011291)	-404	NM_011291	19989		NM_011291	ENSMUSG00000043716	Rpl7	Rpl7a|Surf-3	ribosomal protein L7	protein-coding
Merged-chr17-29259119-1	chr17	29258973	29259265	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NM_026845, intron 2 of 3)	intron (NM_026845, intron 2 of 3)	4852	NM_026845	68816		NM_026845	ENSMUSG00000024007	Ppil1	1110060O10Rik|Cypl1	peptidylprolyl isomerase (cyclophilin)-like 1	protein-coding
Merged-chr12-76837526-1	chr12	76837380	76837672	+	8.450000	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_145927)	promoter-TSS (NM_145927)	59	NM_145927	110606		NM_145927	ENSMUSG00000033373	Fntb	2010013E13Rik	farnesyltransferase, CAAX box, beta	protein-coding
Merged-chr10-86689799-1	chr10	86689653	86689945	+	8.450000	pCREB.fed.mergepeaks.txt	non-coding (NR_015572, exon 3 of 3)	non-coding (NR_015572, exon 3 of 3)	4272	NR_015572	66263		NR_015572	ENSMUSG00000121489	1810014B01Rik	-	RIKEN cDNA 1810014B01 gene	pseudo
Merged-chr19-42072006-1	chr19	42071860	42072152	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	ORR1C1-int|LTR|ERVL-MaLR	14364	NM_198108	226123		NM_198108	ENSMUSG00000049670	Morn4	-	MORN repeat containing 4	protein-coding
Merged-chr2-180674643-1	chr2	180674497	180674789	+	8.450000	pCREB.fed.mergepeaks.txt	intron (NR_111965, intron 6 of 12)	intron (NR_111965, intron 6 of 12)	17405	NR_111965	23856		NM_011805	ENSMUSG00000038914	Dido1	6720461J16Rik|C130092D22Rik|D130048F08Rik|DATF-1|DIO-1|Datf1|dido	death inducer-obliterator 1	protein-coding
Merged-chr10-119065629-1	chr10	119065483	119065775	+	8.450000	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-15130	NR_152787	102636674		NR_152787	ENSMUSG00000112778	Gm33677	-	predicted gene, 33677	ncRNA
